location,time,cases,deaths
ITA-Sicilia,2020-03-24,846,20
ITA-Sicilia,2020-03-25,994,25
ITA-Sicilia,2020-03-26,1164,33
ITA-Toscana,2020-03-09,208,1
ITA-Toscana,2020-03-10,264,1
ITA-Toscana,2020-03-11,320,1
ITA-Toscana,2020-03-12,364,5
ITA-Toscana,2020-03-13,470,5
ITA-Toscana,2020-03-14,630,6
ITA-Toscana,2020-03-15,781,8
ITA-Toscana,2020-03-16,866,14
ITA-Toscana,2020-03-17,1053,17
ITA-Toscana,2020-03-18,1330,22
ITA-Toscana,2020-03-19,1482,38
ITA-Toscana,2020-03-20,1793,47
ITA-Toscana,2020-03-21,2012,72
ITA-Toscana,2020-03-22,2277,91
ITA-Toscana,2020-03-23,2461,109
ITA-Toscana,2020-03-24,2699,129
ITA-Toscana,2020-03-25,2972,142
ITA-Toscana,2020-03-26,3226,158
ITA-P.A. Trento,2020-03-12,107,1
ITA-P.A. Trento,2020-03-13,163,2
ITA-P.A. Trento,2020-03-14,206,2
ITA-P.A. Trento,2020-03-15,378,6
ITA-P.A. Trento,2020-03-16,378,6
ITA-P.A. Trento,2020-03-17,385,7
ITA-P.A. Trento,2020-03-18,455,7
ITA-P.A. Trento,2020-03-19,523,12
ITA-P.A. Trento,2020-03-20,642,13
ITA-P.A. Trento,2020-03-21,782,28
ITA-P.A. Trento,2020-03-22,954,35
ITA-P.A. Trento,2020-03-23,1023,41
ITA-P.A. Trento,2020-03-24,1110,56
ITA-P.A. Trento,2020-03-25,1222,74
ITA-P.A. Trento,2020-03-26,1297,86
ITA-Umbria,2020-03-13,76,1
ITA-Umbria,2020-03-14,107,1
ITA-Umbria,2020-03-15,143,1
ITA-Umbria,2020-03-16,164,1
ITA-Umbria,2020-03-17,197,1
ITA-Umbria,2020-03-18,247,2
ITA-Umbria,2020-03-19,334,2
ITA-Umbria,2020-03-20,395,7
ITA-Umbria,2020-03-21,462,10
ITA-Umbria,2020-03-22,521,16
ITA-Umbria,2020-03-23,577,16
ITA-Umbria,2020-03-24,648,19
ITA-Umbria,2020-03-25,710,19
ITA-Umbria,2020-03-26,802,20
ITA-Valle d'Aosta,2020-03-11,20,1
ITA-Valle d'Aosta,2020-03-12,27,1
ITA-Valle d'Aosta,2020-03-13,28,1
ITA-Valle d'Aosta,2020-03-14,42,1
ITA-Valle d'Aosta,2020-03-15,57,1
ITA-Valle d'Aosta,2020-03-16,105,2
ITA-Valle d'Aosta,2020-03-17,136,2
ITA-Valle d'Aosta,2020-03-18,165,3
ITA-Valle d'Aosta,2020-03-19,215,6
ITA-Valle d'Aosta,2020-03-20,264,7
ITA-Valle d'Aosta,2020-03-21,313,8
ITA-Valle d'Aosta,2020-03-22,364,9
ITA-Valle d'Aosta,2020-03-23,393,12
ITA-Valle d'Aosta,2020-03-24,400,19
ITA-Valle d'Aosta,2020-03-25,401,24
ITA-Valle d'Aosta,2020-03-26,408,28
ITA-Veneto,2020-02-24,33,1
ITA-Veneto,2020-02-25,43,1
ITA-Veneto,2020-02-26,71,2
ITA-Veneto,2020-02-27,111,2
ITA-Veneto,2020-02-28,151,2
ITA-Veneto,2020-02-29,191,2
ITA-Veneto,2020-03-01,263,2
ITA-Veneto,2020-03-02,273,2
ITA-Veneto,2020-03-03,307,3
ITA-Veneto,2020-03-04,360,6
ITA-Veneto,2020-03-05,407,10
ITA-Veneto,2020-03-06,488,12
ITA-Veneto,2020-03-07,543,13
ITA-Veneto,2020-03-08,670,18
ITA-Veneto,2020-03-09,744,20
ITA-Veneto,2020-03-10,856,26
ITA-Veneto,2020-03-11,1023,29
ITA-Veneto,2020-03-12,1384,32
ITA-Veneto,2020-03-13,1595,42
ITA-Veneto,2020-03-14,1937,55
ITA-Veneto,2020-03-15,2172,63
ITA-Veneto,2020-03-16,2473,69
ITA-Veneto,2020-03-17,2704,80
ITA-Veneto,2020-03-18,3214,94
ITA-Veneto,2020-03-19,3484,115
ITA-Veneto,2020-03-20,4031,131
ITA-Veneto,2020-03-21,4617,146
ITA-Veneto,2020-03-22,5122,169
ITA-Veneto,2020-03-23,5505,192
ITA-Veneto,2020-03-24,5948,216
ITA-Veneto,2020-03-25,6442,258
ITA-Veneto,2020-03-26,6935,287
ITA-Italy,NA,229,7
ITA-Italy,NA,322,10
ITA-Italy,NA,400,12
ITA-Italy,NA,650,17
ITA-Italy,NA,888,21
ITA-Italy,NA,1128,29
ITA-Italy,NA,1694,34
ITA-Italy,NA,2036,52
ITA-Italy,NA,2502,79
ITA-Italy,NA,3089,107
ITA-Italy,NA,3858,148
ITA-Italy,NA,4636,197
ITA-Italy,NA,5883,233
ITA-Italy,NA,7375,366
ITA-Italy,NA,9172,463
ITA-Italy,NA,10149,631
ITA-Italy,NA,12462,827
ITA-Italy,NA,15113,1016
ITA-Italy,NA,17660,1266
ITA-Italy,NA,21157,1441
ITA-Italy,NA,24747,1809
ITA-Italy,NA,27980,2158
ITA-Italy,NA,31506,2503
ITA-Italy,NA,35713,2978
ITA-Italy,NA,41035,3405
ITA-Italy,NA,47021,4032
ITA-Italy,NA,53578,4825
ITA-Italy,NA,59138,5476
ITA-Italy,NA,63927,6077
ITA-Italy,NA,69176,6820
ITA-Italy,NA,74386,7503
ITA-Italy,NA,80539,8165
ESP-Andalucía,2020-03-14,269,2
ESP-Andalucía,2020-03-15,437,6
ESP-Andalucía,2020-03-16,554,7
ESP-Andalucía,2020-03-17,683,11
ESP-Andalucía,2020-03-18,859,19
ESP-Andalucía,2020-03-19,1008,23
ESP-Andalucía,2020-03-20,1287,30
ESP-Andalucía,2020-03-21,1515,40
ESP-Andalucía,2020-03-22,1725,47
ESP-Andalucía,2020-03-23,1961,58
ESP-Andalucía,2020-03-24,2471,87
ESP-Andalucía,2020-03-25,3010,113
ESP-Andalucía,2020-03-26,3406,134
ESP-Aragón,2020-03-06,6,1
ESP-Aragón,2020-03-07,11,1
ESP-Aragón,2020-03-08,13,2
ESP-Aragón,2020-03-09,13,2
ESP-Aragón,2020-03-10,38,3
ESP-Aragón,2020-03-11,45,4
ESP-Aragón,2020-03-12,64,6
ESP-Aragón,2020-03-13,80,7
ESP-Aragón,2020-03-14,80,7
ESP-Aragón,2020-03-15,147,7
ESP-Aragón,2020-03-16,174,11
ESP-Aragón,2020-03-17,207,12
ESP-Aragón,2020-03-18,226,13
ESP-Aragón,2020-03-19,281,15
ESP-Aragón,2020-03-20,360,17
ESP-Aragón,2020-03-21,424,22
ESP-Aragón,2020-03-22,532,24
ESP-Aragón,2020-03-23,638,32
ESP-Aragón,2020-03-24,758,37
ESP-Aragón,2020-03-25,907,40
ESP-Aragón,2020-03-26,1116,48
ESP-Asturias,2020-03-12,47,1
ESP-Asturias,2020-03-13,67,1
ESP-Asturias,2020-03-14,92,1
ESP-Asturias,2020-03-15,137,1
ESP-Asturias,2020-03-16,177,1
ESP-Asturias,2020-03-17,193,1
ESP-Asturias,2020-03-18,242,1
ESP-Asturias,2020-03-19,292,1
ESP-Asturias,2020-03-20,344,2
ESP-Asturias,2020-03-21,486,5
ESP-Asturias,2020-03-22,545,8
ESP-Asturias,2020-03-23,594,12
ESP-Asturias,2020-03-24,662,22
ESP-Asturias,2020-03-25,779,25
ESP-Asturias,2020-03-26,841,27
ESP-Baleares,2020-03-12,22,1
ESP-Baleares,2020-03-13,30,1
ESP-Baleares,2020-03-14,28,1
ESP-Baleares,2020-03-15,28,1
ESP-Baleares,2020-03-16,73,1
ESP-Baleares,2020-03-17,92,1
ESP-Baleares,2020-03-18,112,1
ESP-Baleares,2020-03-19,169,2
ESP-Baleares,2020-03-20,203,2
ESP-Baleares,2020-03-21,246,4
ESP-Baleares,2020-03-22,331,4
ESP-Baleares,2020-03-23,400,10
ESP-Baleares,2020-03-24,478,10
ESP-Baleares,2020-03-25,562,13
ESP-Baleares,2020-03-26,660,17
ESP-Canarias,2020-03-14,90,1
ESP-Canarias,2020-03-15,109,1
ESP-Canarias,2020-03-16,119,1
ESP-Canarias,2020-03-17,148,2
ESP-Canarias,2020-03-18,181,3
ESP-Canarias,2020-03-19,220,3
ESP-Canarias,2020-03-20,287,4
ESP-Canarias,2020-03-21,348,7
ESP-Canarias,2020-03-22,414,9
ESP-Canarias,2020-03-23,481,11
ESP-Canarias,2020-03-24,557,16
ESP-Canarias,2020-03-25,657,21
ESP-Canarias,2020-03-26,784,24
ESP-Cantabria,2020-03-18,68,1
ESP-Cantabria,2020-03-19,83,1
ESP-Cantabria,2020-03-20,144,1
ESP-Cantabria,2020-03-21,215,2
ESP-Cantabria,2020-03-22,282,5
ESP-Cantabria,2020-03-23,347,6
ESP-Cantabria,2020-03-24,425,9
ESP-Cantabria,2020-03-25,510,14
ESP-Cantabria,2020-03-26,671,17
ESP-Castilla-La Mancha,2020-03-12,115,1
ESP-Castilla-La Mancha,2020-03-13,194,5
ESP-Castilla-La Mancha,2020-03-14,289,6
ESP-Castilla-La Mancha,2020-03-15,401,10
ESP-Castilla-La Mancha,2020-03-16,567,17
ESP-Castilla-La Mancha,2020-03-17,567,17
ESP-Castilla-La Mancha,2020-03-18,675,28
ESP-Castilla-La Mancha,2020-03-19,801,42
ESP-Castilla-La Mancha,2020-03-20,1044,42
ESP-Castilla-La Mancha,2020-03-21,1423,84
ESP-Castilla-La Mancha,2020-03-22,1819,112
ESP-Castilla-La Mancha,2020-03-23,2078,145
ESP-Castilla-La Mancha,2020-03-24,2465,216
ESP-Castilla-La Mancha,2020-03-25,2780,263
ESP-Castilla-La Mancha,2020-03-26,3383,316
ESP-Castilla y León,2020-03-13,169,1
ESP-Castilla y León,2020-03-14,223,3
ESP-Castilla y León,2020-03-15,292,6
ESP-Castilla y León,2020-03-16,334,9
ESP-Castilla y León,2020-03-17,431,12
ESP-Castilla y León,2020-03-18,668,22
ESP-Castilla y León,2020-03-19,868,29
ESP-Castilla y León,2020-03-20,1147,43
ESP-Castilla y León,2020-03-21,1466,55
ESP-Castilla y León,2020-03-22,1744,74
ESP-Castilla y León,2020-03-23,2055,102
ESP-Castilla y León,2020-03-24,2460,124
ESP-Castilla y León,2020-03-25,2940,165
ESP-Castilla y León,2020-03-26,3488,206
ESP-Cataluña,2020-03-07,24,1
ESP-Cataluña,2020-03-08,49,1
ESP-Cataluña,2020-03-09,75,1
ESP-Cataluña,2020-03-10,124,3
ESP-Cataluña,2020-03-11,156,3
ESP-Cataluña,2020-03-12,260,4
ESP-Cataluña,2020-03-13,316,4
ESP-Cataluña,2020-03-14,509,6
ESP-Cataluña,2020-03-15,715,8
ESP-Cataluña,2020-03-16,903,12
ESP-Cataluña,2020-03-17,1394,18
ESP-Cataluña,2020-03-18,1866,41
ESP-Cataluña,2020-03-19,2702,55
ESP-Cataluña,2020-03-20,3270,82
ESP-Cataluña,2020-03-21,4203,122
ESP-Cataluña,2020-03-22,4704,191
ESP-Cataluña,2020-03-23,5925,245
ESP-Cataluña,2020-03-24,7864,282
ESP-Cataluña,2020-03-25,9937,516
ESP-Cataluña,2020-03-26,11592,672
ESP-C. Valenciana,2020-03-04,19,1
ESP-C. Valenciana,2020-03-05,19,1
ESP-C. Valenciana,2020-03-06,30,1
ESP-C. Valenciana,2020-03-07,30,1
ESP-C. Valenciana,2020-03-08,37,1
ESP-C. Valenciana,2020-03-09,37,1
ESP-C. Valenciana,2020-03-10,50,1
ESP-C. Valenciana,2020-03-11,65,1
ESP-C. Valenciana,2020-03-12,76,1
ESP-C. Valenciana,2020-03-13,94,1
ESP-C. Valenciana,2020-03-14,130,4
ESP-C. Valenciana,2020-03-15,409,5
ESP-C. Valenciana,2020-03-16,409,5
ESP-C. Valenciana,2020-03-17,541,13
ESP-C. Valenciana,2020-03-18,726,22
ESP-C. Valenciana,2020-03-19,921,24
ESP-C. Valenciana,2020-03-20,1105,33
ESP-C. Valenciana,2020-03-21,1363,50
ESP-C. Valenciana,2020-03-22,1604,69
ESP-C. Valenciana,2020-03-23,1901,94
ESP-C. Valenciana,2020-03-24,2167,115
ESP-C. Valenciana,2020-03-25,2616,143
ESP-C. Valenciana,2020-03-26,3200,167
ESP-Extremadura,2020-03-12,19,1
ESP-Extremadura,2020-03-13,39,1
ESP-Extremadura,2020-03-14,66,2
ESP-Extremadura,2020-03-15,95,2
ESP-Extremadura,2020-03-16,111,2
ESP-Extremadura,2020-03-17,153,3
ESP-Extremadura,2020-03-18,194,6
ESP-Extremadura,2020-03-19,241,8
ESP-Extremadura,2020-03-20,297,10
ESP-Extremadura,2020-03-21,354,12
ESP-Extremadura,2020-03-22,384,14
ESP-Extremadura,2020-03-23,493,18
ESP-Extremadura,2020-03-24,636,26
ESP-Extremadura,2020-03-25,742,39
ESP-Extremadura,2020-03-26,969,58
ESP-Galicia,2020-03-15,195,2
ESP-Galicia,2020-03-16,245,2
ESP-Galicia,2020-03-17,292,3
ESP-Galicia,2020-03-18,341,3
ESP-Galicia,2020-03-19,453,4
ESP-Galicia,2020-03-20,578,5
ESP-Galicia,2020-03-21,739,9
ESP-Galicia,2020-03-22,915,12
ESP-Galicia,2020-03-23,1208,18
ESP-Galicia,2020-03-24,1415,20
ESP-Galicia,2020-03-25,1653,27
ESP-Galicia,2020-03-26,1915,32
ESP-Madrid,2020-03-05,90,1
ESP-Madrid,2020-03-06,137,2
ESP-Madrid,2020-03-07,174,4
ESP-Madrid,2020-03-08,202,8
ESP-Madrid,2020-03-09,469,8
ESP-Madrid,2020-03-10,782,21
ESP-Madrid,2020-03-11,1024,31
ESP-Madrid,2020-03-12,1388,56
ESP-Madrid,2020-03-13,1990,81
ESP-Madrid,2020-03-14,2940,86
ESP-Madrid,2020-03-15,3544,213
ESP-Madrid,2020-03-16,4165,213
ESP-Madrid,2020-03-17,4871,355
ESP-Madrid,2020-03-18,5637,390
ESP-Madrid,2020-03-19,6777,498
ESP-Madrid,2020-03-20,7165,628
ESP-Madrid,2020-03-21,8921,804
ESP-Madrid,2020-03-22,9702,1021
ESP-Madrid,2020-03-23,10575,1263
ESP-Madrid,2020-03-24,12352,1535
ESP-Madrid,2020-03-25,14597,1825
ESP-Madrid,2020-03-26,17166,2090
ESP-Melilla,2020-03-26,39,1
ESP-Murcia,2020-03-21,240,1
ESP-Murcia,2020-03-22,296,1
ESP-Murcia,2020-03-23,345,2
ESP-Murcia,2020-03-24,385,3
ESP-Murcia,2020-03-25,477,5
ESP-Murcia,2020-03-26,596,8
ESP-Navarra,2020-03-16,274,1
ESP-Navarra,2020-03-17,313,2
ESP-Navarra,2020-03-18,386,3
ESP-Navarra,2020-03-19,482,4
ESP-Navarra,2020-03-20,554,5
ESP-Navarra,2020-03-21,664,9
ESP-Navarra,2020-03-22,794,14
ESP-Navarra,2020-03-23,886,24
ESP-Navarra,2020-03-24,1014,31
ESP-Navarra,2020-03-25,1197,33
ESP-Navarra,2020-03-26,1411,49
ESP-País Vasco,2020-03-05,17,1
ESP-País Vasco,2020-03-06,45,1
ESP-País Vasco,2020-03-07,45,1
ESP-País Vasco,2020-03-08,102,5
ESP-País Vasco,2020-03-09,149,5
ESP-País Vasco,2020-03-10,195,6
ESP-País Vasco,2020-03-11,225,6
ESP-País Vasco,2020-03-12,346,11
ESP-País Vasco,2020-03-13,417,14
ESP-País Vasco,2020-03-14,417,14
ESP-País Vasco,2020-03-15,630,23
ESP-País Vasco,2020-03-16,630,23
ESP-País Vasco,2020-03-17,765,36
ESP-País Vasco,2020-03-18,973,40
ESP-País Vasco,2020-03-19,1190,53
ESP-País Vasco,2020-03-20,1465,71
ESP-País Vasco,2020-03-21,1725,85
ESP-País Vasco,2020-03-22,2097,97
ESP-País Vasco,2020-03-23,2421,120
ESP-País Vasco,2020-03-24,2728,133
ESP-País Vasco,2020-03-25,3271,155
ESP-País Vasco,2020-03-26,3946,180
ESP-La Rioja,2020-03-10,144,1
ESP-La Rioja,2020-03-11,179,2
ESP-La Rioja,2020-03-12,205,2
ESP-La Rioja,2020-03-13,243,2
ESP-La Rioja,2020-03-14,278,3
ESP-La Rioja,2020-03-15,300,3
ESP-La Rioja,2020-03-16,312,4
ESP-La Rioja,2020-03-17,355,5
ESP-La Rioja,2020-03-18,419,5
ESP-La Rioja,2020-03-19,468,5
ESP-La Rioja,2020-03-20,497,7
ESP-La Rioja,2020-03-21,564,15
ESP-La Rioja,2020-03-22,654,18
ESP-La Rioja,2020-03-23,747,22
ESP-La Rioja,2020-03-24,802,30
ESP-La Rioja,2020-03-25,928,37
ESP-La Rioja,2020-03-26,995,43
Spain,2020-03-04,198,1
Spain,2020-03-05,237,3
Spain,2020-03-06,365,5
Spain,2020-03-07,430,8
Spain,2020-03-08,589,17
Spain,2020-03-09,999,17
Spain,2020-03-10,1622,35
Spain,2020-03-11,2128,47
Spain,2020-03-12,2950,84
Spain,2020-03-13,4209,120
Spain,2020-03-14,5753,136
Spain,2020-03-15,7753,288
Spain,2020-03-16,9191,309
Spain,2020-03-17,11178,491
Spain,2020-03-18,13716,598
Spain,2020-03-19,17147,767
Spain,2020-03-20,19980,1002
Spain,2020-03-21,24926,1326
Spain,2020-03-22,28572,1720
Spain,2020-03-23,33089,2182
Spain,2020-03-24,39673,2696
Spain,2020-03-25,47610,3434
Spain,2020-03-26,56188,4089
CHE-Zürich,2020-03-16,270,1
CHE-Zürich,2020-03-19,526,3
CHE-Zürich,2020-03-20,773,3
CHE-Zürich,2020-03-23,1068,5
CHE-Zürich,2020-03-24,1211,5
CHE-Zürich,2020-03-25,1363,7
CHE-Zürich,2020-03-26,1476,9
CHE-Bern,2020-03-16,123,1
CHE-Bern,2020-03-18,193,1
CHE-Bern,2020-03-19,282,1
CHE-Bern,2020-03-20,377,2
CHE-Bern,2020-03-21,418,3
CHE-Bern,2020-03-23,470,5
CHE-Bern,2020-03-24,532,6
CHE-Bern,2020-03-25,624,6
CHE-Bern,2020-03-26,660,7
CHE-Luzern,2020-03-21,109,1
CHE-Luzern,2020-03-22,131,1
CHE-Luzern,2020-03-23,156,1
CHE-Luzern,2020-03-24,205,2
CHE-Luzern,2020-03-25,228,2
CHE-Luzern,2020-03-26,253,3
CHE-Schwyz,2020-03-26,99,1
CHE-Fribourg,2020-03-19,111,1
CHE-Fribourg,2020-03-20,145,1
CHE-Fribourg,2020-03-21,167,2
CHE-Fribourg,2020-03-22,202,3
CHE-Fribourg,2020-03-23,226,4
CHE-Fribourg,2020-03-24,255,5
CHE-Fribourg,2020-03-25,293,6
CHE-Fribourg,2020-03-26,309,11
CHE-Solothurn,2020-03-23,95,1
CHE-Solothurn,2020-03-24,104,1
CHE-Solothurn,2020-03-25,129,1
CHE-Solothurn,2020-03-26,141,1
CHE-Basel-Stadt,2020-03-12,73,1
CHE-Basel-Stadt,2020-03-13,92,1
CHE-Basel-Stadt,2020-03-14,100,1
CHE-Basel-Stadt,2020-03-16,144,4
CHE-Basel-Stadt,2020-03-17,165,4
CHE-Basel-Stadt,2020-03-18,182,4
CHE-Basel-Stadt,2020-03-19,222,4
CHE-Basel-Stadt,2020-03-20,272,4
CHE-Basel-Stadt,2020-03-21,299,5
CHE-Basel-Stadt,2020-03-22,358,5
CHE-Basel-Stadt,2020-03-23,376,5
CHE-Basel-Stadt,2020-03-24,414,5
CHE-Basel-Stadt,2020-03-25,466,8
CHE-Basel-Stadt,2020-03-26,505,12
CHE-Basel-Landschaft,2020-03-08,19,1
CHE-Basel-Landschaft,2020-03-09,20,1
CHE-Basel-Landschaft,2020-03-10,22,1
CHE-Basel-Landschaft,2020-03-11,26,2
CHE-Basel-Landschaft,2020-03-12,26,2
CHE-Basel-Landschaft,2020-03-13,42,2
CHE-Basel-Landschaft,2020-03-14,47,2
CHE-Basel-Landschaft,2020-03-15,54,2
CHE-Basel-Landschaft,2020-03-16,76,2
CHE-Basel-Landschaft,2020-03-17,89,2
CHE-Basel-Landschaft,2020-03-18,116,2
CHE-Basel-Landschaft,2020-03-19,134,2
CHE-Basel-Landschaft,2020-03-20,184,3
CHE-Basel-Landschaft,2020-03-21,282,3
CHE-Basel-Landschaft,2020-03-22,289,3
CHE-Basel-Landschaft,2020-03-23,302,3
CHE-Basel-Landschaft,2020-03-24,306,4
CHE-Basel-Landschaft,2020-03-25,341,5
CHE-Basel-Landschaft,2020-03-26,422,5
CHE-Appenzell Ausserrhoden,2020-03-21,11,1
CHE-Appenzell Ausserrhoden,2020-03-23,30,1
CHE-Appenzell Ausserrhoden,2020-03-24,33,2
CHE-Appenzell Ausserrhoden,2020-03-25,34,2
CHE-Appenzell Ausserrhoden,2020-03-26,42,2
CHE-St. Gallen,2020-03-23,228,1
CHE-St. Gallen,2020-03-25,228,1
CHE-St. Gallen,2020-03-26,280,1
CHE-Graubünden,2020-03-18,116,1
CHE-Graubünden,2020-03-19,145,1
CHE-Graubünden,2020-03-20,213,3
CHE-Graubünden,2020-03-21,239,3
CHE-Graubünden,2020-03-22,266,6
CHE-Graubünden,2020-03-24,276,6
CHE-Graubünden,2020-03-25,322,6
CHE-Graubünden,2020-03-26,373,9
CHE-Aargau,2020-03-20,168,1
CHE-Aargau,2020-03-22,232,1
CHE-Aargau,2020-03-23,241,1
CHE-Aargau,2020-03-24,266,2
CHE-Aargau,2020-03-25,319,2
CHE-Aargau,2020-03-26,349,2
CHE-Thurgau,2020-03-24,87,1
CHE-Thurgau,2020-03-25,96,1
CHE-Thurgau,2020-03-26,110,1
CHE-Ticino,2020-03-10,5,1
CHE-Ticino,2020-03-14,265,3
CHE-Ticino,2020-03-15,291,6
CHE-Ticino,2020-03-16,330,8
CHE-Ticino,2020-03-17,422,10
CHE-Ticino,2020-03-18,511,14
CHE-Ticino,2020-03-19,638,15
CHE-Ticino,2020-03-20,834,22
CHE-Ticino,2020-03-21,918,28
CHE-Ticino,2020-03-22,939,37
CHE-Ticino,2020-03-23,1165,48
CHE-Ticino,2020-03-24,1211,53
CHE-Ticino,2020-03-25,1354,60
CHE-Ticino,2020-03-26,1401,67
CHE-Vaud,2020-03-06,23,1
CHE-Vaud,2020-03-07,30,1
CHE-Vaud,2020-03-08,40,1
CHE-Vaud,2020-03-09,51,1
CHE-Vaud,2020-03-10,77,1
CHE-Vaud,2020-03-11,108,1
CHE-Vaud,2020-03-12,156,1
CHE-Vaud,2020-03-13,204,2
CHE-Vaud,2020-03-14,350,3
CHE-Vaud,2020-03-15,406,4
CHE-Vaud,2020-03-16,508,5
CHE-Vaud,2020-03-17,608,5
CHE-Vaud,2020-03-18,796,5
CHE-Vaud,2020-03-19,1212,7
CHE-Vaud,2020-03-20,1432,12
CHE-Vaud,2020-03-21,1676,15
CHE-Vaud,2020-03-22,1782,16
CHE-Vaud,2020-03-23,1822,17
CHE-Vaud,2020-03-24,2162,21
CHE-Vaud,2020-03-25,2215,21
CHE-Valais,2020-03-14,76,1
CHE-Valais,2020-03-15,98,1
CHE-Valais,2020-03-16,116,2
CHE-Valais,2020-03-17,173,3
CHE-Valais,2020-03-18,225,3
CHE-Valais,2020-03-19,311,4
CHE-Valais,2020-03-20,346,6
CHE-Valais,2020-03-21,433,7
CHE-Valais,2020-03-22,490,10
CHE-Valais,2020-03-23,527,12
CHE-Valais,2020-03-24,606,13
CHE-Valais,2020-03-25,651,14
CHE-Valais,2020-03-26,715,15
CHE-Neuchâtel,2020-03-20,159,2
CHE-Neuchâtel,2020-03-21,177,2
CHE-Neuchâtel,2020-03-22,188,2
CHE-Neuchâtel,2020-03-23,204,2
CHE-Neuchâtel,2020-03-24,230,2
CHE-Neuchâtel,2020-03-25,256,2
CHE-Neuchâtel,2020-03-26,271,5
CHE-Geneva,2020-03-09,44,1
CHE-Geneva,2020-03-10,68,2
CHE-Geneva,2020-03-11,79,2
CHE-Geneva,2020-03-12,108,2
CHE-Geneva,2020-03-13,173,2
CHE-Geneva,2020-03-14,282,2
CHE-Geneva,2020-03-15,372,4
CHE-Geneva,2020-03-16,472,4
CHE-Geneva,2020-03-17,619,4
CHE-Geneva,2020-03-18,751,5
CHE-Geneva,2020-03-19,961,5
CHE-Geneva,2020-03-20,1136,8
CHE-Geneva,2020-03-21,1262,10
CHE-Geneva,2020-03-22,1417,9
CHE-Geneva,2020-03-23,1509,9
CHE-Geneva,2020-03-24,1598,12
CHE-Geneva,2020-03-25,1708,15
CHE-Geneva,2020-03-26,1743,21
USA-Alaska,2020-03-25,42,1
USA-Alaska,2020-03-26,59,1
USA-Alabama,2020-03-26,506,1
USA-Arkansas,2020-03-25,280,2
USA-Arkansas,2020-03-26,335,3
USA-Arizona,2020-03-21,104,1
USA-Arizona,2020-03-22,152,2
USA-Arizona,2020-03-23,265,2
USA-Arizona,2020-03-24,357,5
USA-Arizona,2020-03-25,450,6
USA-Arizona,2020-03-26,577,8
USA-California,2020-03-12,202,4
USA-California,2020-03-13,202,4
USA-California,2020-03-14,252,5
USA-California,2020-03-15,293,5
USA-California,2020-03-16,335,6
USA-California,2020-03-17,483,11
USA-California,2020-03-18,611,13
USA-California,2020-03-19,924,18
USA-California,2020-03-20,1063,20
USA-California,2020-03-21,1279,24
USA-California,2020-03-22,1536,27
USA-California,2020-03-23,1733,27
USA-California,2020-03-24,2102,40
USA-California,2020-03-25,2102,40
USA-California,2020-03-26,3006,65
USA-Colorado,2020-03-14,101,1
USA-Colorado,2020-03-15,131,1
USA-Colorado,2020-03-16,131,1
USA-Colorado,2020-03-17,160,1
USA-Colorado,2020-03-18,183,2
USA-Colorado,2020-03-19,216,2
USA-Colorado,2020-03-20,277,3
USA-Colorado,2020-03-21,363,4
USA-Colorado,2020-03-22,475,5
USA-Colorado,2020-03-23,591,6
USA-Colorado,2020-03-24,720,7
USA-Colorado,2020-03-25,912,11
USA-Colorado,2020-03-26,1086,19
USA-Connecticut,2020-03-19,96,1
USA-Connecticut,2020-03-20,194,3
USA-Connecticut,2020-03-21,194,4
USA-Connecticut,2020-03-22,223,5
USA-Connecticut,2020-03-23,415,10
USA-Connecticut,2020-03-24,618,12
USA-Connecticut,2020-03-25,875,19
USA-Connecticut,2020-03-26,1012,21
USA-District of Columbia,2020-03-20,71,1
USA-District of Columbia,2020-03-21,77,1
USA-District of Columbia,2020-03-22,98,1
USA-District of Columbia,2020-03-23,116,2
USA-District of Columbia,2020-03-24,137,2
USA-District of Columbia,2020-03-25,183,2
USA-District of Columbia,2020-03-26,231,3
USA-Delaware,2020-03-26,130,1
USA-Florida,2020-03-11,28,2
USA-Florida,2020-03-12,32,2
USA-Florida,2020-03-13,50,2
USA-Florida,2020-03-14,77,3
USA-Florida,2020-03-15,116,4
USA-Florida,2020-03-16,141,4
USA-Florida,2020-03-17,186,6
USA-Florida,2020-03-18,314,7
USA-Florida,2020-03-19,390,8
USA-Florida,2020-03-20,520,10
USA-Florida,2020-03-21,658,12
USA-Florida,2020-03-22,830,13
USA-Florida,2020-03-23,1171,14
USA-Florida,2020-03-24,1412,18
USA-Florida,2020-03-25,1682,22
USA-Florida,2020-03-26,2355,28
USA-Georgia,2020-03-13,42,1
USA-Georgia,2020-03-14,66,1
USA-Georgia,2020-03-15,99,1
USA-Georgia,2020-03-16,121,1
USA-Georgia,2020-03-17,146,1
USA-Georgia,2020-03-18,197,1
USA-Georgia,2020-03-19,287,10
USA-Georgia,2020-03-20,420,13
USA-Georgia,2020-03-21,507,14
USA-Georgia,2020-03-22,600,23
USA-Georgia,2020-03-23,772,25
USA-Georgia,2020-03-24,1026,32
USA-Georgia,2020-03-25,1247,40
USA-Georgia,2020-03-26,1525,48
USA-Guam,2020-03-22,27,1
USA-Guam,2020-03-23,29,1
USA-Guam,2020-03-24,32,1
USA-Guam,2020-03-25,37,1
USA-Guam,2020-03-26,45,1
USA-Hawaii,2020-03-24,77,1
USA-Hawaii,2020-03-25,90,1
USA-Iowa,2020-03-25,145,1
USA-Iowa,2020-03-26,179,1
USA-Illinois,2020-03-17,160,1
